FileName	EventName	Metric
owl.c_owl_lively_line4414.novec 	 LLC-store-misses 	 2,194
owl.c_owl_lively_line4414.novec 	 LLC-stores 	 5,989
owl.c_owl_lively_line4414.novec 	 branch-load-misses 	 13,982
owl.c_owl_lively_line4414.novec 	 branch-loads 	 2,727,765
owl.c_owl_lively_line4414.novec 	 dTLB-load-misses 	 1,463
owl.c_owl_lively_line4414.novec 	 dTLB-loads 	 3,755,210
owl.c_owl_lively_line4414.novec 	 dTLB-store-misses 	 283
owl.c_owl_lively_line4414.novec 	 dTLB-stores 	 2,365,359
owl.c_owl_lively_line4414.novec 	 iTLB-load-misses 	 459
owl.c_owl_lively_line4414.novec 	 iTLB-loads 	 304
owl.c_owl_lively_line4414.novec 	 branch-instructions 	 2,726,890
owl.c_owl_lively_line4414.novec 	 branch-misses 	 14,127
owl.c_owl_lively_line4414.novec 	 bus-cycles 	 415,752
owl.c_owl_lively_line4414.novec 	 cache-misses 	 74,195
owl.c_owl_lively_line4414.novec 	 cache-references 	 123,715
owl.c_owl_update_goal_line3481.novec 	 branch-instructions 	 2,958,935
owl.c_owl_update_goal_line3481.novec 	 branch-misses 	 14,848
owl.c_owl_update_goal_line3481.novec 	 bus-cycles 	 422,399
owl.c_owl_update_goal_line3481.novec 	 cache-misses 	 10,676
owl.c_owl_update_goal_line3481.novec 	 cache-references 	 103,480
owl.c_owl_update_goal_line3481.novec 	 cpu-cycles 	 12,518,376
owl.c_owl_update_goal_line3481.novec 	 instructions 	 15,682,255
owl.c_owl_update_goal_line3481.novec 	 ref-cycles 	 11,609,088
owl.c_owl_update_goal_line3481.novec 	 alignment-faults 	 0
owl.c_owl_update_goal_line3481.novec 	 context-switches 	 0
owl.c_owl_update_goal_line3481.novec 	 cpu-clock 	 4.158003
owl.c_owl_update_goal_line3481.novec 	 cpu-migrations 	 0
owl.c_owl_update_goal_line3481.novec 	 dummy 	 0
owl.c_owl_update_goal_line3481.novec 	 emulation-faults 	 0
owl.c_owl_update_goal_line3481.novec 	 major-faults 	 0
owl.c_owl_update_goal_line3481.novec 	 minor-faults 	 64
owl.c_owl_update_goal_line3481.novec 	 page-faults 	 64
owl.c_owl_update_goal_line3481.novec 	 task-clock 	 4.274689
owl.c_owl_update_goal_line3481.novec 	 L1-dcache-load-misses 	 48,212
owl.c_owl_update_goal_line3481.novec 	 L1-dcache-loads 	 4,051,981
owl.c_owl_update_goal_line3481.novec 	 L1-dcache-prefetches 	 <not
owl.c_owl_update_goal_line3481.novec 	 L1-dcache-store-misses 	 <not
owl.c_owl_update_goal_line3481.novec 	 L1-dcache-stores 	 2,561,639
owl.c_owl_update_goal_line3481.novec 	 L1-icache-load-misses 	 8,998
owl.c_owl_update_goal_line3481.novec 	 L1-icache-loads 	 <not
owl.c_owl_update_goal_line3481.novec 	 LLC-load-misses 	 22,802
owl.c_owl_update_goal_line3481.novec 	 LLC-loads 	 30,192
owl.c_owl_update_goal_line3481.novec 	 LLC-store-misses 	 1,562
owl.c_owl_update_goal_line3481.novec 	 LLC-stores 	 3,606
owl.c_owl_update_goal_line3481.novec 	 branch-load-misses 	 15,017
owl.c_owl_update_goal_line3481.novec 	 branch-loads 	 2,961,227
owl.c_owl_update_goal_line3481.novec 	 dTLB-load-misses 	 1,392
owl.c_owl_update_goal_line3481.novec 	 dTLB-loads 	 4,050,359
owl.c_owl_update_goal_line3481.novec 	 dTLB-store-misses 	 169
owl.c_owl_update_goal_line3481.novec 	 dTLB-stores 	 625,540
owl.c_owl_update_goal_line3481.novec 	 iTLB-load-misses 	 399
owl.c_owl_update_goal_line3481.novec 	 iTLB-loads 	 417
owl.c_owl_update_goal_line3481.novec 	 branch-instructions 	 2,960,070
owl.c_owl_update_goal_line3481.novec 	 branch-misses 	 15,342
owl.c_owl_update_goal_line3481.novec 	 bus-cycles 	 406,172
owl.c_owl_update_goal_line3481.novec 	 cache-misses 	 65,252
owl.c_owl_update_goal_line3481.novec 	 cache-references 	 102,716
persistent.c_mark_string_hotspot_values_line557.novec 	 branch-instructions 	 426,127
persistent.c_mark_string_hotspot_values_line557.novec 	 branch-misses 	 8,014
persistent.c_mark_string_hotspot_values_line557.novec 	 bus-cycles 	 44,765
persistent.c_mark_string_hotspot_values_line557.novec 	 cache-misses 	 5,850
persistent.c_mark_string_hotspot_values_line557.novec 	 cache-references 	 37,853
persistent.c_mark_string_hotspot_values_line557.novec 	 cpu-cycles 	 1,411,133
persistent.c_mark_string_hotspot_values_line557.novec 	 instructions 	 1,921,351
persistent.c_mark_string_hotspot_values_line557.novec 	 ref-cycles 	 1,192,752
persistent.c_mark_string_hotspot_values_line557.novec 	 alignment-faults 	 0
persistent.c_mark_string_hotspot_values_line557.novec 	 context-switches 	 0
persistent.c_mark_string_hotspot_values_line557.novec 	 cpu-clock 	 0.477212
persistent.c_mark_string_hotspot_values_line557.novec 	 cpu-migrations 	 0
persistent.c_mark_string_hotspot_values_line557.novec 	 dummy 	 0
persistent.c_mark_string_hotspot_values_line557.novec 	 emulation-faults 	 0
persistent.c_mark_string_hotspot_values_line557.novec 	 major-faults 	 0
persistent.c_mark_string_hotspot_values_line557.novec 	 minor-faults 	 61
persistent.c_mark_string_hotspot_values_line557.novec 	 page-faults 	 61
persistent.c_mark_string_hotspot_values_line557.novec 	 task-clock 	 0.469904
persistent.c_mark_string_hotspot_values_line557.novec 	 L1-dcache-load-misses 	 16,551
persistent.c_mark_string_hotspot_values_line557.novec 	 L1-dcache-loads 	 499,744
persistent.c_mark_string_hotspot_values_line557.novec 	 L1-dcache-prefetches 	 <not
persistent.c_mark_string_hotspot_values_line557.novec 	 L1-dcache-store-misses 	 <not
persistent.c_mark_string_hotspot_values_line557.novec 	 L1-dcache-stores 	 298,066
persistent.c_mark_string_hotspot_values_line557.novec 	 L1-icache-load-misses 	 7,437
persistent.c_mark_string_hotspot_values_line557.novec 	 L1-icache-loads 	 <not
persistent.c_mark_string_hotspot_values_line557.novec 	 LLC-load-misses 	 756
persistent.c_mark_string_hotspot_values_line557.novec 	 LLC-loads 	 5,201
persistent.c_mark_string_hotspot_values_line557.novec 	 LLC-store-misses 	 1,123
persistent.c_mark_string_hotspot_values_line557.novec 	 LLC-stores 	 2,328
persistent.c_mark_string_hotspot_values_line557.novec 	 branch-load-misses 	 7,678
persistent.c_mark_string_hotspot_values_line557.novec 	 branch-loads 	 426,464
persistent.c_mark_string_hotspot_values_line557.novec 	 dTLB-load-misses 	 799
persistent.c_mark_string_hotspot_values_line557.novec 	 dTLB-loads 	 500,149
persistent.c_mark_string_hotspot_values_line557.novec 	 dTLB-store-misses 	 110
persistent.c_mark_string_hotspot_values_line557.novec 	 dTLB-stores 	 297,998
persistent.c_mark_string_hotspot_values_line557.novec 	 iTLB-load-misses 	 385
persistent.c_mark_string_hotspot_values_line557.novec 	 iTLB-loads 	 344
persistent.c_mark_string_hotspot_values_line557.novec 	 branch-instructions 	 433,218
persistent.c_mark_string_hotspot_values_line557.novec 	 branch-misses 	 8,700
persistent.c_mark_string_hotspot_values_line557.novec 	 bus-cycles 	 57,331
persistent.c_mark_string_hotspot_values_line557.novec 	 cache-misses 	 10,408
persistent.c_mark_string_hotspot_values_line557.novec 	 cache-references 	 45,367
persistent.c_owl_hotspots_line930.novec 	 branch-instructions 	 123,285
persistent.c_owl_hotspots_line930.novec 	 branch-misses 	 6,527
persistent.c_owl_hotspots_line930.novec 	 bus-cycles 	 34,339
persistent.c_owl_hotspots_line930.novec 	 cache-misses 	 5,441
persistent.c_owl_hotspots_line930.novec 	 cache-references 	 37,410
persistent.c_owl_hotspots_line930.novec 	 cpu-cycles 	 996,883
persistent.c_owl_hotspots_line930.novec 	 instructions 	 619,777
persistent.c_owl_hotspots_line930.novec 	 ref-cycles 	 657,912
persistent.c_owl_hotspots_line930.novec 	 alignment-faults 	 0
persistent.c_owl_hotspots_line930.novec 	 context-switches 	 0
persistent.c_owl_hotspots_line930.novec 	 cpu-clock 	 0.329617
persistent.c_owl_hotspots_line930.novec 	 cpu-migrations 	 0
persistent.c_owl_hotspots_line930.novec 	 dummy 	 0
persistent.c_owl_hotspots_line930.novec 	 emulation-faults 	 0
persistent.c_owl_hotspots_line930.novec 	 major-faults 	 0
persistent.c_owl_hotspots_line930.novec 	 minor-faults 	 59
persistent.c_owl_hotspots_line930.novec 	 page-faults 	 59
persistent.c_owl_hotspots_line930.novec 	 task-clock 	 0.425191
persistent.c_owl_hotspots_line930.novec 	 L1-dcache-load-misses 	 15,363
persistent.c_owl_hotspots_line930.novec 	 L1-dcache-loads 	 168,710
persistent.c_owl_hotspots_line930.novec 	 L1-dcache-prefetches 	 <not
persistent.c_owl_hotspots_line930.novec 	 L1-dcache-store-misses 	 <not
persistent.c_owl_hotspots_line930.novec 	 L1-dcache-stores 	 91,848
persistent.c_owl_hotspots_line930.novec 	 L1-icache-load-misses 	 5,991
persistent.c_owl_hotspots_line930.novec 	 L1-icache-loads 	 <not
persistent.c_owl_hotspots_line930.novec 	 LLC-load-misses 	 3,227
persistent.c_owl_hotspots_line930.novec 	 LLC-loads 	 4,600
persistent.c_owl_hotspots_line930.novec 	 LLC-store-misses 	 1,148
persistent.c_owl_hotspots_line930.novec 	 LLC-stores 	 2,183
persistent.c_owl_hotspots_line930.novec 	 branch-load-misses 	 5,885
persistent.c_owl_hotspots_line930.novec 	 branch-loads 	 123,852
persistent.c_owl_hotspots_line930.novec 	 dTLB-load-misses 	 765
persistent.c_owl_hotspots_line930.novec 	 dTLB-loads 	 168,961
persistent.c_owl_hotspots_line930.novec 	 dTLB-store-misses 	 106
persistent.c_owl_hotspots_line930.novec 	 dTLB-stores 	 90,340
persistent.c_owl_hotspots_line930.novec 	 iTLB-load-misses 	 275
persistent.c_owl_hotspots_line930.novec 	 iTLB-loads 	 291
persistent.c_owl_hotspots_line930.novec 	 branch-instructions 	 123,477
persistent.c_owl_hotspots_line930.novec 	 branch-misses 	 5,790
persistent.c_owl_hotspots_line930.novec 	 bus-cycles 	 29,159
persistent.c_owl_hotspots_line930.novec 	 cache-misses 	 11,892
persistent.c_owl_hotspots_line930.novec 	 cache-references 	 34,588
