0	6
1	6792922
2	0
3	875509296
4	1731081524
5	1802330735
6	1769300527
7	1815045228
8	1601204079
9	1920235621
10	1769235297
11	1697607279
12	1852401518
13	1852387173
14	796161392
15	1769238639
16	1663988579
17	2019913311
18	1634557812
19	1768710000
20	1836017711
21	1
22	1
23	1
24	1
25	1
26	1
27	0
28	0
29	0
30	0
31	0
32	0
33	0
34	1
35	1
36	1
37	1
38	1
39	1
40	1162892079
41	1
42	1
43	1
44	1
45	1
46	0
47	0
48	0
49	0
50	0
51	0
52	0
53	1
54	1
55	1
56	1
57	1
58	1
59	1
60	1634886751
61	0
62	0
63	1
64	0
65	0
66	0
67	0
68	0
69	0
70	0
71	0
72	0
73	0
74	1
75	1
76	1
77	1
78	0
79	0
80	0
81	0
82	0
83	0
84	0
85	2
86	2
87	0
88	0
89	0
90	0
91	0
92	0
93	0
94	1
95	1
96	0
97	1
98	0
99	2
100	1002
101	0
102	2
103	2
104	2
105	2
106	2
107	2
108	0
109	0
110	0
111	0
112	0
113	0
114	0
115	0
116	2
117	2
118	2
119	2
120	1835557742
121	2
122	2
123	2
124	2
125	2
126	2
127	2
128	2
129	0
130	0
131	0
132	0
133	0
134	0
135	2
136	2
137	2
138	2
139	0
140	1635017060
141	2
142	2
143	2
144	2
145	2
146	2
147	2
148	0
149	0
150	0
151	0
152	0
153	0
154	2
155	2
156	2
157	0
158	0
159	0
160	1836017711
161	0
162	2
163	2
164	2
165	2
166	2
167	0
168	0
169	0
170	0
171	0
172	0
173	0
174	0
175	0
176	0
177	0
178	0
179	0
180	1852401518
181	0
182	0
183	0
184	0
185	0
186	0
187	0
188	0
189	0
190	0
191	0
192	0
193	0
194	0
195	0
196	0
197	1
198	0
199	0
200	0
201	0
202	0
203	1
204	0
205	0
206	0
207	0
208	0
209	0
210	0
211	0
212	0
213	0
214	0
215	0
216	0
217	1
218	1
219	1
220	0
221	0
222	0
223	0
224	0
225	0
226	0
227	0
228	0
229	0
230	0
231	0
232	0
233	0
234	0
235	0
236	0
237	1
238	1
239	1
240	0
241	0
242	0
243	0
244	0
245	0
246	0
247	0
248	0
249	0
250	0
251	0
252	0
253	0
254	0
255	0
256	0
257	1
258	1
259	1
260	32767
261	0
262	0
263	0
264	0
265	0
266	0
267	0
268	0
269	0
270	0
271	0
272	0
273	0
274	0
275	0
276	0
277	1
278	1
279	1
280	808605008
281	0
282	0
283	2
284	2
285	2
286	2
287	2
288	2
289	2
290	2
291	2
292	0
293	0
294	0
295	0
296	0
297	1
298	1
299	1
300	1815045228
301	2
302	2
303	2
304	2
305	2
306	2
307	2
308	2
309	2
310	2
311	2
312	2
313	0
314	0
315	0
316	1
317	1
318	1
319	1
320	1952539694
321	2
322	2
323	2
324	2
325	2
326	2
327	2
328	2
329	2
330	2
331	2
332	2
333	2
334	0
335	0
336	1
337	1
338	1
339	1
340	0
341	2
342	2
343	2
344	2
345	2
346	2
347	2
348	2
349	2
350	2
351	2
352	2
353	2
354	2
355	0
356	0
357	1
358	1
359	1
360	0
361	2
362	2
363	2
364	2
365	2
366	2
367	2
368	2
369	2
370	2
371	2
372	2
373	2
374	2
375	2
376	2
377	0
378	0
379	0
380	32767
381	2
382	2
383	2
384	2
385	2
386	2
387	2
388	2
389	2
390	2
391	2
392	2
393	2
394	2
395	2
396	2
397	0
398	0
399	0
