0	45
1	63
2	6817767
3	0
4	2121527
5	2
6	0
7	30
8	6817771
9	0
10	1769300527
11	1815045228
12	1601204079
13	1920235621
14	1769235297
15	1697607279
16	1852401518
17	1852387173
18	796161392
19	1635017060
20	1701603654
21	1953525551
22	779314025
23	1634557795
24	1683973483
25	1767992687
26	1818194798
27	828730985
28	828322357
29	1986620462
30	779709541
31	7627108
32	0
33	822083584
34	-50832
35	32767
36	16
37	48
38	-49536
39	32767
40	-49728
41	32767
42	1
43	0
44	5620560
45	0
46	37419376
47	0
48	7053440
49	0
50	5628454
51	0
52	-72515583
53	0
54	-46836
55	32767
56	-46836
57	32767
58	-46836
59	32767
60	-46836
61	32767
62	-46670
63	32767
64	-1
65	-1
66	-46836
67	32767
68	-1
69	-1
70	0
71	0
72	0
73	0
74	0
75	0
76	0
77	0
78	0
79	0
80	280831730
81	0
82	0
83	0
84	0
85	0
86	0
87	0
88	4096
89	0
90	6007670
91	0
92	-1
93	-1
94	0
95	1836017711
96	1752837989
97	1700933481
98	1835557742
99	1936421473
100	1162892079
101	910897731
102	1852138031
103	1886611555
104	1127179109
105	808605008
106	875509296
107	1731081524
108	1802330735
109	1769300527
110	1815045228
111	1601204079
112	1920235621
113	1769235297
114	1697607279
115	1852401518
116	1852387173
117	796161392
118	1635017060
119	1701603654
120	1718511919
121	1852142956
122	1663984995
123	1836016479
124	1702131056
125	1668506975
126	1600483425
127	1818652265
128	1668179317
129	1768709989
130	892429678
131	828323637
132	1667326766
133	1600415080
134	1918988130
135	1633955428
136	116
137	1
138	37419376
139	0
140	60
141	0
142	-134250496
143	32767
144	1
145	0
146	5655522
147	0
148	0
149	0
150	37419376
151	0
152	0
153	0
154	37419376
155	0
156	0
157	0
158	37418320
159	0
160	1
161	0
162	37421104
163	0
164	37419376
165	0
166	5624085
167	0
168	10
169	0
170	-46256
171	32767
172	37418320
173	0
174	5491539
175	0
176	1836017711
177	1752837989
178	1700933481
179	1835557742
180	1936421473
181	1162892079
182	910897731
183	1852138031
184	1886611555
185	1127179109
186	808605008
187	875509296
188	1731081524
189	1802330735
190	1769300527
191	1815045228
192	1601204079
193	1920235621
194	1769235297
195	1697607279
196	1852401518
197	1852387173
198	796161392
199	1734439524
200	1663987311
201	1768843615
202	1818323316
203	1600485993
204	1886418291
205	1701668204
206	1918989422
207	1919180665
208	1852794721
209	1952539743
210	1768709985
211	876045678
212	774987577
213	104
214	0
215	0
216	0
217	0
218	9
219	23
220	1836017711
221	1752837989
222	1700933481
223	1835557742
224	1936421473
225	1162892079
226	910897731
227	1852138031
228	1886611555
229	1127179109
230	808605008
231	875509296
232	1731081524
233	829252207
234	-50032
235	32767
236	-48036
237	32767
238	-48036
239	32767
240	-49752
241	32767
242	37419952
243	0
244	37419376
245	0
246	1
247	0
248	7025440
249	0
250	5628454
251	0
252	-72515583
253	1668179317
254	-48036
255	32767
256	-48036
257	32767
258	-48036
259	32767
260	-48036
261	32767
262	-47891
263	32767
264	-1
265	-1
266	-48036
267	32767
268	-1
269	-1
270	0
271	0
272	0
273	0
274	0
275	0
276	0
277	0
278	0
279	0
280	1683973492
281	0
282	1633955438
283	116
284	0
285	377
286	0
287	0
288	4096
289	0
290	6007670
291	0
292	-1
293	-1
294	0
295	0
296	1
297	0
298	33204
299	1002
300	-1
301	808596480
302	0
303	0
304	0
305	0
306	37420528
307	0
308	45
309	0
310	37419952
311	0
312	37419376
313	0
314	1
315	0
316	-46256
317	32767
318	5619783
319	0
320	0
321	0
322	24
323	48
324	-49536
325	32767
326	-49728
327	32767
328	37419376
329	0
330	-1
331	0
332	0
333	0
334	5645523
335	0
336	0
337	1
338	37419376
339	0
340	89
341	0
342	-134250496
343	32767
344	37419952
345	0
346	5655522
347	0
348	0
349	0
350	37419376
351	0
352	0
353	0
354	37419376
355	0
356	0
357	0
358	45
359	0
360	37419952
